case_id,scenario,n_affected,lag,root,channel,role,break_type,homogeneous,dist_pre_cls,dist_post_cls,delta_cls,dist_pre_patch,dist_post_patch,delta_patch
NA0_LAG10_027,NA0_LAG10,0,10,4,2,unrelated,,,0.021876037120819092,0.023247063159942627,0.0013710260391235352,0.01594454050064087,0.02438056468963623,0.008436024188995361
NA0_LAG10_027,NA0_LAG10,0,10,4,3,unrelated,,,0.01102536916732788,0.026369988918304443,0.015344619750976562,0.008554518222808838,0.02199476957321167,0.013440251350402832
NA0_LAG10_027,NA0_LAG10,0,10,4,5,unrelated,,,0.023527085781097412,0.017337799072265625,-0.006189286708831787,0.016903221607208252,0.014612436294555664,-0.002290785312652588
NA0_LAG10_027,NA0_LAG10,0,10,4,6,unrelated,,,0.009005069732666016,0.027757704257965088,0.018752634525299072,0.00640106201171875,0.025509357452392578,0.019108295440673828
NA0_LAG10_028,NA0_LAG10,0,10,4,1,unrelated,,,0.020599365234375,0.030867695808410645,0.010268330574035645,0.01335674524307251,0.02892768383026123,0.01557093858718872
NA0_LAG10_028,NA0_LAG10,0,10,4,2,unrelated,,,0.025681376457214355,0.030093729496002197,0.004412353038787842,0.019326746463775635,0.028860032558441162,0.009533286094665527
NA0_LAG10_028,NA0_LAG10,0,10,4,3,unrelated,,,0.032908499240875244,0.020026683807373047,-0.012881815433502197,0.0211067795753479,0.01874828338623047,-0.0023584961891174316
NA0_LAG10_028,NA0_LAG10,0,10,4,5,unrelated,,,0.08052778244018555,0.010594010353088379,-0.06993377208709717,0.04754006862640381,0.008428096771240234,-0.039111971855163574
NA0_LAG10_028,NA0_LAG10,0,10,4,6,unrelated,,,0.05345195531845093,0.011191964149475098,-0.04225999116897583,0.03885525465011597,0.01006007194519043,-0.028795182704925537
NA0_LAG10_029,NA0_LAG10,0,10,4,1,unrelated,,,0.017341792583465576,0.010854661464691162,-0.006487131118774414,0.010657787322998047,0.00798124074935913,-0.002676546573638916
NA0_LAG10_029,NA0_LAG10,0,10,4,2,unrelated,,,0.02808159589767456,0.01340031623840332,-0.01468127965927124,0.016386210918426514,0.007945895195007324,-0.00844031572341919
NA0_LAG10_029,NA0_LAG10,0,10,4,3,unrelated,,,0.03542971611022949,0.01802384853363037,-0.01740586757659912,0.02283024787902832,0.010587036609649658,-0.012243211269378662
NA0_LAG10_029,NA0_LAG10,0,10,4,5,unrelated,,,0.018966972827911377,0.011825978755950928,-0.007140994071960449,0.012950658798217773,0.008031308650970459,-0.0049193501472473145
